start	end	probability	word	source_pass	segment_id
10.020	10.220	1.000000	nó	verification-00m00-05m30.large-v3	0
10.220	10.520	1.000000	sẽ	verification-00m00-05m30.large-v3	0
10.520	10.920	1.000000	đồng	verification-00m00-05m30.large-v3	0
10.920	11.220	1.000000	bộ	verification-00m00-05m30.large-v3	0
11.220	11.340	0.999512	các	verification-00m00-05m30.large-v3	0
11.340	11.480	0.968262	cái	verification-00m00-05m30.large-v3	0
11.480	11.680	1.000000	thông	verification-00m00-05m30.large-v3	0
11.680	11.860	1.000000	tin	verification-00m00-05m30.large-v3	0
11.860	12.040	1.000000	của	verification-00m00-05m30.large-v3	0
12.040	12.180	1.000000	thị	verification-00m00-05m30.large-v3	0
12.180	12.500	1.000000	trường	verification-00m00-05m30.large-v3	0
12.500	13.340	0.998047	tương	verification-00m00-05m30.large-v3	0
13.340	13.520	1.000000	tự	verification-00m00-05m30.large-v3	0
13.520	13.800	1.000000	giống	verification-00m00-05m30.large-v3	0
13.800	13.880	1.000000	như	verification-00m00-05m30.large-v3	0
13.880	14.100	1.000000	kiểu	verification-00m00-05m30.large-v3	0
14.100	14.280	0.900879	bên	verification-00m00-05m30.large-v3	0
14.280	14.520	1.000000	Mỹ.	verification-00m00-05m30.large-v3	0
14.860	15.260	0.939453	Đấy	verification-00m00-05m30.large-v3	1
15.260	15.440	0.943848	thì	verification-00m00-05m30.large-v3	1
15.440	15.740	1.000000	lúc	verification-00m00-05m30.large-v3	1
15.740	15.860	1.000000	mà	verification-00m00-05m30.large-v3	1
15.860	16.020	0.996094	viết	verification-00m00-05m30.large-v3	1
16.020	16.200	1.000000	luật	verification-00m00-05m30.large-v3	1
16.200	16.320	1.000000	thì	verification-00m00-05m30.large-v3	1
16.320	16.540	1.000000	cũng	verification-00m00-05m30.large-v3	1
16.540	17.260	0.999023	tham	verification-00m00-05m30.large-v3	1
17.260	17.600	1.000000	khảo	verification-00m00-05m30.large-v3	1
17.600	17.700	0.496826	thì	verification-00m00-05m30.large-v3	1
17.700	17.860	0.995117	tham	verification-00m00-05m30.large-v3	1
17.860	18.060	0.994141	chiếu	verification-00m00-05m30.large-v3	1
18.060	18.180	1.000000	của	verification-00m00-05m30.large-v3	1
18.180	18.380	1.000000	Mỹ	verification-00m00-05m30.large-v3	1
18.380	18.520	0.791504	ở	verification-00m00-05m30.large-v3	1
18.520	18.640	1.000000	Trung	verification-00m00-05m30.large-v3	1
18.640	18.880	1.000000	Quốc	verification-00m00-05m30.large-v3	1
18.880	19.180	0.988281	đang	verification-00m00-05m30.large-v3	1
19.180	19.520	1.000000	muốn	verification-00m00-05m30.large-v3	1
19.520	20.720	0.779297	nhờ	verification-00m00-05m30.large-v3	1
20.720	20.980	0.995117	Thúy	verification-00m00-05m30.large-v3	1
20.980	21.300	0.998047	hôm	verification-00m00-05m30.large-v3	1
21.300	21.480	1.000000	nay	verification-00m00-05m30.large-v3	1
21.480	21.980	0.999512	dành	verification-00m00-05m30.large-v3	1
21.980	22.080	1.000000	thời	verification-00m00-05m30.large-v3	1
22.080	22.420	1.000000	gian	verification-00m00-05m30.large-v3	1
22.420	22.600	1.000000	để	verification-00m00-05m30.large-v3	1
22.600	22.900	1.000000	cho	verification-00m00-05m30.large-v3	1
22.900	23.200	0.999023	mấy	verification-00m00-05m30.large-v3	1
23.200	23.300	1.000000	anh	verification-00m00-05m30.large-v3	1
23.300	23.500	0.999512	em	verification-00m00-05m30.large-v3	1
23.500	23.620	1.000000	có	verification-00m00-05m30.large-v3	1
23.620	23.800	1.000000	thể	verification-00m00-05m30.large-v3	1
23.800	24.480	0.999512	xem	verification-00m00-05m30.large-v3	1
24.480	24.680	1.000000	được	verification-00m00-05m30.large-v3	1
24.680	24.900	0.999512	cái	verification-00m00-05m30.large-v3	1
24.900	25.280	1.000000	hệ	verification-00m00-05m30.large-v3	1
25.280	25.520	1.000000	thống	verification-00m00-05m30.large-v3	1
25.520	26.060	0.824219	MLS	verification-00m00-05m30.large-v3	1
26.060	26.740	0.998535	ở	verification-00m00-05m30.large-v3	1
26.740	26.900	1.000000	bên	verification-00m00-05m30.large-v3	1
26.900	27.080	1.000000	Mỹ	verification-00m00-05m30.large-v3	1
27.080	27.220	0.979004	nó	verification-00m00-05m30.large-v3	1
27.220	27.380	1.000000	đang	verification-00m00-05m30.large-v3	1
27.380	27.580	0.999023	vận	verification-00m00-05m30.large-v3	1
27.580	27.740	1.000000	hành	verification-00m00-05m30.large-v3	1
27.740	27.840	1.000000	như	verification-00m00-05m30.large-v3	1
27.840	27.920	1.000000	thế	verification-00m00-05m30.large-v3	1
27.920	28.220	1.000000	nào.	verification-00m00-05m30.large-v3	1
30.280	30.720	0.104492	Tức	verification-00m00-05m30.large-v3	2
30.720	30.780	0.918945	là	verification-00m00-05m30.large-v3	2
30.780	31.020	0.745117	trong	verification-00m00-05m30.large-v3	2
31.020	31.200	0.953125	này	verification-00m00-05m30.large-v3	2
31.200	31.300	0.415283	thì	verification-00m00-05m30.large-v3	2
31.300	31.480	0.987305	có	verification-00m00-05m30.large-v3	2
31.480	31.800	0.944824	anh	verification-00m00-05m30.large-v3	2
31.800	32.380	0.973145	Bảo	verification-00m00-05m30.large-v3	2
32.380	32.740	0.910645	là	verification-00m00-05m30.large-v3	2
32.740	33.200	0.976074	CTO	verification-00m00-05m30.large-v3	2
33.200	33.920	0.757812	và	verification-00m00-05m30.large-v3	2
33.920	34.220	0.967773	có	verification-00m00-05m30.large-v3	2
34.220	34.960	0.746582	Bình	verification-00m00-05m30.large-v3	2
34.960	35.460	0.991211	là	verification-00m00-05m30.large-v3	2
35.460	36.280	0.265381	Dev	verification-00m00-05m30.large-v3	2
36.280	36.500	0.574219	Lead	verification-00m00-05m30.large-v3	2
36.500	37.040	0.961914	của	verification-00m00-05m30.large-v3	2
37.040	37.260	0.959473	công	verification-00m00-05m30.large-v3	2
37.260	37.380	0.999023	ty	verification-00m00-05m30.large-v3	2
37.380	37.620	0.946289	tớ	verification-00m00-05m30.large-v3	2
37.620	37.840	0.378906	thì	verification-00m00-05m30.large-v3	2
37.840	38.280	0.991211	mọi	verification-00m00-05m30.large-v3	2
38.280	38.400	0.999023	người	verification-00m00-05m30.large-v3	2
38.400	38.580	0.967773	trước	verification-00m00-05m30.large-v3	2
38.580	38.760	0.988281	đây	verification-00m00-05m30.large-v3	2
38.760	39.000	0.973633	đều	verification-00m00-05m30.large-v3	2
39.000	39.460	0.990234	từng	verification-00m00-05m30.large-v3	2
39.460	39.600	0.994629	làm	verification-00m00-05m30.large-v3	2
39.600	40.040	0.670898	PropTech	verification-00m00-05m30.large-v3	2
40.040	40.200	0.989746	ở	verification-00m00-05m30.large-v3	2
40.200	40.320	0.974609	bên	verification-00m00-05m30.large-v3	2
40.320	40.500	0.990234	Mỹ	verification-00m00-05m30.large-v3	2
40.500	40.720	0.994629	rồi.	verification-00m00-05m30.large-v3	2
40.980	41.420	0.967773	Nhưng	verification-00m00-05m30.large-v3	3
41.420	41.520	0.904297	mà	verification-00m00-05m30.large-v3	3
41.520	42.960	0.982910	giai	verification-00m00-05m30.large-v3	3
42.960	43.020	0.999512	đoạn	verification-00m00-05m30.large-v3	3
43.020	43.160	0.988770	trước	verification-00m00-05m30.large-v3	3
43.160	43.300	0.226074	ở	verification-00m00-05m30.large-v3	3
43.300	43.440	0.974609	giai	verification-00m00-05m30.large-v3	3
43.440	43.460	0.999512	đoạn	verification-00m00-05m30.large-v3	3
43.460	43.620	0.999512	này	verification-00m00-05m30.large-v3	3
43.620	43.760	0.952637	thì	verification-00m00-05m30.large-v3	3
43.760	43.900	0.997559	đâu	verification-00m00-05m30.large-v3	3
43.900	44.040	0.965820	đấy	verification-00m00-05m30.large-v3	3
44.040	44.140	0.972656	nó	verification-00m00-05m30.large-v3	3
44.140	44.220	0.653320	cũng	verification-00m00-05m30.large-v3	3
44.220	45.100	0.948730	khác	verification-00m00-05m30.large-v3	3
45.100	45.520	1.000000	nhau.	verification-00m00-05m30.large-v3	3
45.560	45.900	0.853027	Đấy	verification-00m00-05m30.large-v3	3
45.900	46.140	0.597168	và	verification-00m00-05m30.large-v3	3
46.140	46.520	0.992188	đợt	verification-00m00-05m30.large-v3	3
46.520	46.700	0.994629	đấy	verification-00m00-05m30.large-v3	3
46.700	46.900	0.994629	thì	verification-00m00-05m30.large-v3	3
46.900	47.440	0.998535	mình	verification-00m00-05m30.large-v3	3
47.440	47.560	0.987793	cũng	verification-00m00-05m30.large-v3	3
47.560	47.740	0.999512	chỉ	verification-00m00-05m30.large-v3	3
47.740	47.920	0.996582	là	verification-00m00-05m30.large-v3	3
47.920	48.780	0.968262	mình	verification-00m00-05m30.large-v3	3
48.780	49.340	0.999512	lại	verification-00m00-05m30.large-v3	3
49.340	49.580	0.995117	làm	verification-00m00-05m30.large-v3	3
49.580	49.740	0.997070	ở	verification-00m00-05m30.large-v3	3
49.740	49.960	0.999512	trên	verification-00m00-05m30.large-v3	3
49.960	50.480	1.000000	chỗ	verification-00m00-05m30.large-v3	3
50.480	50.940	0.999023	Boston.	verification-00m00-05m30.large-v3	3
51.620	52.060	0.994629	Đấy	verification-00m00-05m30.large-v3	4
52.060	52.160	0.985352	thì	verification-00m00-05m30.large-v3	4
52.160	52.400	1.000000	cũng	verification-00m00-05m30.large-v3	4
52.400	52.600	1.000000	muốn	verification-00m00-05m30.large-v3	4
52.600	52.780	0.910156	là	verification-00m00-05m30.large-v3	4
52.780	53.000	0.999023	tham	verification-00m00-05m30.large-v3	4
53.000	53.180	1.000000	khảo	verification-00m00-05m30.large-v3	4
53.180	53.340	0.999512	nhiều	verification-00m00-05m30.large-v3	4
53.340	53.540	0.999512	hệ	verification-00m00-05m30.large-v3	4
53.540	53.780	1.000000	thống	verification-00m00-05m30.large-v3	4
53.780	54.180	0.905273	MLS	verification-00m00-05m30.large-v3	4
54.180	54.440	0.999512	ở	verification-00m00-05m30.large-v3	4
54.440	54.600	1.000000	nhiều	verification-00m00-05m30.large-v3	4
54.600	54.940	1.000000	nơi	verification-00m00-05m30.large-v3	4
54.940	55.540	0.933594	xem	verification-00m00-05m30.large-v3	4
55.540	55.780	1.000000	là	verification-00m00-05m30.large-v3	4
55.780	56.380	0.926758	nó	verification-00m00-05m30.large-v3	4
56.380	56.600	1.000000	có	verification-00m00-05m30.large-v3	4
56.600	56.720	0.987793	những	verification-00m00-05m30.large-v3	4
56.720	56.840	0.995117	cái	verification-00m00-05m30.large-v3	4
56.840	57.080	1.000000	gì	verification-00m00-05m30.large-v3	4
57.080	57.420	1.000000	khác	verification-00m00-05m30.large-v3	4
57.420	57.680	1.000000	nhau	verification-00m00-05m30.large-v3	4
57.680	57.840	0.999512	không.	verification-00m00-05m30.large-v3	4
57.920	58.140	0.007729	Và	large-v3-turbo-full	5
58.140	59.400	0.827637	để	large-v3-turbo-full	5
59.400	59.660	0.976074	mình	large-v3-turbo-full	5
59.660	59.840	0.985352	có	large-v3-turbo-full	5
59.840	59.960	0.996582	thể	large-v3-turbo-full	5
59.960	60.160	0.835938	làm	large-v3-turbo-full	5
60.160	60.460	0.637695	cái	large-v3-turbo-full	5
60.460	60.580	0.997070	hệ	large-v3-turbo-full	5
60.580	60.740	0.993652	thống	large-v3-turbo-full	5
60.740	60.860	0.861816	của	large-v3-turbo-full	5
60.860	61.000	0.995117	Việt	large-v3-turbo-full	5
61.000	61.200	0.999023	Nam	large-v3-turbo-full	5
61.200	61.320	0.591309	ấy.	large-v3-turbo-full	5
61.840	61.940	0.975586	Thì	large-v3-turbo-full	5
61.940	62.360	0.998047	nếu	large-v3-turbo-full	5
62.360	62.520	0.988281	mà	large-v3-turbo-full	5
62.520	62.940	0.868652	Thúy	large-v3-turbo-full	5
62.940	63.340	0.990234	tiện	large-v3-turbo-full	5
63.340	63.560	0.988770	thì	large-v3-turbo-full	5
63.560	64.020	0.960938	nhờ	large-v3-turbo-full	5
64.020	64.300	0.997070	Thúy	large-v3-turbo-full	5
64.300	64.740	0.985840	share	large-v3-turbo-full	5
64.740	65.560	0.955566	screen.	large-v3-turbo-full	5
65.820	66.240	0.965820	Đấy	large-v3-turbo-full	5
66.240	66.400	0.777344	để	large-v3-turbo-full	5
66.400	66.840	0.946289	mọi	large-v3-turbo-full	5
66.840	67.020	1.000000	người	large-v3-turbo-full	5
67.020	67.220	0.997559	cùng	large-v3-turbo-full	5
67.220	67.460	0.996582	tham	large-v3-turbo-full	5
67.460	67.720	0.999023	khảo.	large-v3-turbo-full	5
68.760	69.240	0.405518	Ok	verification-00m00-05m30.large-v3	6
69.240	69.640	0.521484	ok	verification-00m00-05m30.large-v3	6
69.640	70.440	0.547363	thì	verification-00m00-05m30.large-v3	7
70.440	71.420	0.909180	chào	verification-00m00-05m30.large-v3	7
71.420	71.580	0.923828	anh	verification-00m00-05m30.large-v3	7
71.580	71.920	0.975586	Bảo	verification-00m00-05m30.large-v3	7
71.920	72.000	0.173340	và	verification-00m00-05m30.large-v3	7
72.000	72.260	0.963867	chào	verification-00m00-05m30.large-v3	7
72.260	72.600	0.834961	Bình	verification-00m00-05m30.large-v3	7
72.600	73.380	0.516113	thì	verification-00m00-05m30.large-v3	8
73.380	73.740	0.712891	mình	verification-00m00-05m30.large-v3	8
73.740	74.020	0.825195	là	verification-00m00-05m30.large-v3	8
74.020	74.340	0.393799	làm	verification-00m00-05m30.large-v3	8
74.340	74.880	0.153076	router	verification-00m00-05m30.large-v3	8
74.880	75.120	0.871582	ở	verification-00m00-05m30.large-v3	8
75.120	75.320	0.995605	bên	verification-00m00-05m30.large-v3	8
75.320	76.600	0.820312	Mỹ	verification-00m00-05m30.large-v3	8
76.600	77.420	0.911133	nhưng	verification-00m00-05m30.large-v3	9
77.420	77.480	0.982422	mà	verification-00m00-05m30.large-v3	9
77.480	77.620	0.992188	nói	verification-00m00-05m30.large-v3	9
77.620	77.820	1.000000	chung	verification-00m00-05m30.large-v3	9
77.820	77.980	0.995117	là	verification-00m00-05m30.large-v3	9
77.980	79.300	0.951660	Hiếu	verification-00m00-05m30.large-v3	9
79.300	79.520	0.990234	cũng	verification-00m00-05m30.large-v3	9
79.520	79.820	0.564941	reach	verification-00m00-05m30.large-v3	9
79.820	79.960	0.955078	out	verification-00m00-05m30.large-v3	9
79.960	80.140	0.841309	một	verification-00m00-05m30.large-v3	9
80.140	80.280	0.999023	thời	verification-00m00-05m30.large-v3	9
80.280	80.540	0.999023	gian	verification-00m00-05m30.large-v3	9
80.540	80.740	0.998047	rồi	verification-00m00-05m30.large-v3	9
80.740	80.940	0.968262	thì	verification-00m00-05m30.large-v3	10
80.940	81.220	0.992188	cảm	verification-00m00-05m30.large-v3	10
81.220	81.420	1.000000	ơn	verification-00m00-05m30.large-v3	10
81.420	81.660	0.997070	Hiếu	verification-00m00-05m30.large-v3	10
81.660	81.840	0.970215	đã	verification-00m00-05m30.large-v3	10
81.840	82.040	0.979004	rất	verification-00m00-05m30.large-v3	10
82.040	82.160	0.993164	là	verification-00m00-05m30.large-v3	10
82.160	82.500	0.963867	patient	verification-00m00-05m30.large-v3	10
82.500	82.740	0.987793	với	verification-00m00-05m30.large-v3	10
82.740	82.940	0.998535	mình	verification-00m00-05m30.large-v3	10
84.060	84.540	0.893555	để	verification-00m00-05m30.large-v3	11
84.540	85.020	0.220215	mà	verification-00m00-05m30.large-v3	11
85.020	86.040	0.980469	thời	verification-00m00-05m30.large-v3	11
86.040	86.260	1.000000	gian	verification-00m00-05m30.large-v3	11
86.260	86.440	0.998047	hôm	verification-00m00-05m30.large-v3	11
86.440	86.580	0.999512	nay	verification-00m00-05m30.large-v3	11
86.580	86.720	0.967285	các	verification-00m00-05m30.large-v3	11
86.720	86.920	0.996582	thứ	verification-00m00-05m30.large-v3	11
86.920	87.220	0.992676	phù	verification-00m00-05m30.large-v3	11
87.220	87.380	1.000000	hợp	verification-00m00-05m30.large-v3	11
87.380	87.460	0.910645	được	verification-00m00-05m30.large-v3	11
87.460	87.600	0.942871	thì	verification-00m00-05m30.large-v3	11
87.600	87.800	0.998535	cảm	verification-00m00-05m30.large-v3	11
87.800	88.080	1.000000	ơn	verification-00m00-05m30.large-v3	11
88.080	88.320	0.991699	cả	verification-00m00-05m30.large-v3	11
88.320	88.480	0.998047	nhà	verification-00m00-05m30.large-v3	11
88.480	88.640	0.996094	rất	verification-00m00-05m30.large-v3	11
88.640	88.740	0.985840	là	verification-00m00-05m30.large-v3	11
88.740	88.960	1.000000	nhiều	verification-00m00-05m30.large-v3	11
88.960	88.960	0.044220	thì	verification-00m00-05m30.large-v3	12
88.960	89.660	0.600586	nói	verification-00m00-05m30.large-v3	12
89.660	89.920	0.991211	chung	verification-00m00-05m30.large-v3	12
89.920	90.040	0.977051	là	verification-00m00-05m30.large-v3	12
90.040	91.040	0.052155	cũng	verification-00m00-05m30.large-v3	12
91.040	92.040	0.744629	trong	verification-00m00-05m30.large-v3	12
92.040	92.220	0.991211	gia	verification-00m00-05m30.large-v3	12
92.220	92.400	0.999023	đình	verification-00m00-05m30.large-v3	12
92.400	92.560	0.911133	thôi	verification-00m00-05m30.large-v3	12
92.560	92.760	0.680176	nên	verification-00m00-05m30.large-v3	13
92.760	92.940	0.895020	là	verification-00m00-05m30.large-v3	13
92.940	93.120	0.993164	mọi	verification-00m00-05m30.large-v3	13
93.120	93.440	0.999023	người	verification-00m00-05m30.large-v3	13
93.440	94.360	0.919434	có	verification-00m00-05m30.large-v3	13
94.360	94.660	0.907227	câu	verification-00m00-05m30.large-v3	13
94.660	94.900	0.999512	hỏi	verification-00m00-05m30.large-v3	13
94.900	95.060	0.998047	gì	verification-00m00-05m30.large-v3	13
95.060	95.240	0.951660	mà	verification-00m00-05m30.large-v3	13
95.240	95.380	0.819824	mình	verification-00m00-05m30.large-v3	13
95.380	95.580	0.985352	biết	verification-00m00-05m30.large-v3	13
95.580	95.680	0.939453	thì	verification-00m00-05m30.large-v3	13
95.680	95.800	0.993652	mình	verification-00m00-05m30.large-v3	13
95.800	95.920	0.997559	sẽ	verification-00m00-05m30.large-v3	13
95.920	96.120	0.998535	trả	verification-00m00-05m30.large-v3	13
96.120	96.320	0.995117	lời	verification-00m00-05m30.large-v3	13
98.220	98.700	0.210938	thì	verification-00m00-05m30.large-v3	14
98.700	99.180	0.843750	cơ	verification-00m00-05m30.large-v3	14
99.180	99.280	0.992188	thể	verification-00m00-05m30.large-v3	14
99.280	99.480	0.996094	bắt	verification-00m00-05m30.large-v3	14
99.480	99.600	0.999512	đầu	verification-00m00-05m30.large-v3	14
99.600	99.680	0.726562	ha	verification-00m00-05m30.large-v3	14
100.220	100.700	0.695801	anh	verification-00m00-05m30.large-v3	15
100.700	101.060	0.852539	Bảo,	verification-00m00-05m30.large-v3	15
101.080	101.220	0.984375	anh	verification-00m00-05m30.large-v3	15
101.220	101.560	0.985352	Bảo	verification-00m00-05m30.large-v3	15
101.560	102.280	0.835449	lý	verification-00m00-05m30.large-v3	15
102.280	102.440	0.787109	tiết	verification-00m00-05m30.large-v3	15
102.440	102.620	0.999023	giúp	verification-00m00-05m30.large-v3	15
102.620	102.760	0.999023	em	verification-00m00-05m30.large-v3	15
102.760	102.920	0.556641	đấy	verification-00m00-05m30.large-v3	15
102.920	103.160	0.856445	nhé	verification-00m00-05m30.large-v3	15
103.660	104.140	0.164917	Ok	verification-00m00-05m30.large-v3	16
104.140	104.560	0.144287	ok	verification-00m00-05m30.large-v3	16
109.260	109.740	0.722656	Ok	verification-00m00-05m30.large-v3	17
109.740	110.220	0.782227	thì	verification-00m00-05m30.large-v3	17
110.220	110.640	0.998535	bây	verification-00m00-05m30.large-v3	17
110.640	110.800	1.000000	giờ	verification-00m00-05m30.large-v3	17
110.800	111.100	0.997070	em	verification-00m00-05m30.large-v3	17
111.100	111.400	0.999023	sẽ	verification-00m00-05m30.large-v3	17
111.400	112.540	0.996582	chia	verification-00m00-05m30.large-v3	17
112.540	112.840	0.999512	sẻ	verification-00m00-05m30.large-v3	17
112.840	114.100	0.976074	screen	verification-00m00-05m30.large-v3	17
114.100	114.420	0.888184	nha	verification-00m00-05m30.large-v3	17
114.420	114.620	0.811035	thì	verification-00m00-05m30.large-v3	18
114.620	114.940	1.000000	mọi	verification-00m00-05m30.large-v3	18
114.940	115.160	1.000000	người	verification-00m00-05m30.large-v3	18
115.160	115.480	0.998535	muốn	verification-00m00-05m30.large-v3	18
115.480	115.920	0.999023	xem	verification-00m00-05m30.large-v3	18
115.920	116.240	0.997070	gì	verification-00m00-05m30.large-v3	18
116.240	116.500	0.997070	thì	verification-00m00-05m30.large-v3	18
116.500	116.800	0.999023	mọi	verification-00m00-05m30.large-v3	18
116.800	116.960	1.000000	người	verification-00m00-05m30.large-v3	18
116.960	117.080	0.908691	cứ	verification-00m00-05m30.large-v3	18
117.080	117.340	0.995117	bảo	verification-00m00-05m30.large-v3	18
117.340	117.520	0.999512	em	verification-00m00-05m30.large-v3	18
118.960	119.020	0.002981	rồi	verification-00m00-05m30.large-v3	19
119.020	119.320	0.304688	cảm	verification-00m00-05m30.large-v3	19
119.320	119.560	0.998047	ơn	verification-00m00-05m30.large-v3	19
123.040	123.520	0.295166	thì	verification-00m00-05m30.large-v3	20
123.520	124.000	0.972168	cái	verification-00m00-05m30.large-v3	20
124.000	125.140	0.924805	đầu	verification-00m00-05m30.large-v3	20
125.140	125.560	0.994141	tiên	verification-00m00-05m30.large-v3	20
125.560	125.640	0.944336	là	verification-00m00-05m30.large-v3	20
125.640	125.820	0.966797	bây	verification-00m00-05m30.large-v3	20
125.820	125.900	0.999023	giờ	verification-00m00-05m30.large-v3	20
125.900	126.100	0.981445	mọi	verification-00m00-05m30.large-v3	20
126.100	126.300	0.997070	người	verification-00m00-05m30.large-v3	20
126.300	126.440	0.879883	có	verification-00m00-05m30.large-v3	20
126.440	126.680	0.362793	thấy	verification-00m00-05m30.large-v3	20
126.680	127.600	0.939453	được	verification-00m00-05m30.large-v3	20
127.600	127.860	0.870605	một	verification-00m00-05m30.large-v3	20
127.860	127.980	0.951172	cái	verification-00m00-05m30.large-v3	20
127.980	128.280	0.986328	trang	verification-00m00-05m30.large-v3	20
128.280	128.460	0.953125	ghi	verification-00m00-05m30.large-v3	20
128.460	128.580	0.979492	là	verification-00m00-05m30.large-v3	20
128.580	128.860	0.079102	Not	verification-00m00-05m30.large-v3	21
128.860	129.540	0.490234	Existible	verification-00m00-05m30.large-v3	21
129.540	129.840	0.399414	State	verification-00m00-05m30.large-v3	21
129.840	130.220	0.968750	Information	verification-00m00-05m30.large-v3	21
130.220	130.900	0.948242	System	verification-00m00-05m30.large-v3	21
130.900	131.100	0.856934	không	verification-00m00-05m30.large-v3	21
131.100	131.220	0.992188	ạ	verification-00m00-05m30.large-v3	21
131.720	132.200	0.190796	mình	verification-00m00-05m30.large-v3	22
132.200	132.580	0.983398	đã	verification-00m00-05m30.large-v3	22
132.580	132.780	0.987793	thấy	verification-00m00-05m30.large-v3	22
132.780	132.900	0.997070	được	verification-00m00-05m30.large-v3	22
132.900	133.120	0.998047	rồi	verification-00m00-05m30.large-v3	22
133.700	134.180	0.174316	Ok	verification-00m00-05m30.large-v3	23
134.180	134.560	0.380859	ok	verification-00m00-05m30.large-v3	23
134.560	135.500	0.297607	thì	verification-00m00-05m30.large-v3	24
135.500	137.980	0.342529	mình	verification-00m00-05m30.large-v3	24
137.980	138.180	0.993164	sẽ	verification-00m00-05m30.large-v3	24
138.180	138.380	0.997070	vào	verification-00m00-05m30.large-v3	24
138.380	138.940	0.995605	trang	verification-00m00-05m30.large-v3	24
138.940	139.160	0.996582	này	verification-00m00-05m30.large-v3	24
139.160	139.400	0.825195	ha	verification-00m00-05m30.large-v3	24
140.200	140.680	0.779297	thì	verification-00m00-05m30.large-v3	25
140.680	140.860	0.970703	nói	verification-00m00-05m30.large-v3	25
140.860	141.100	0.999023	chung	verification-00m00-05m30.large-v3	25
141.100	141.300	0.924805	là	verification-00m00-05m30.large-v3	25
141.300	141.620	0.882812	hệ	verification-00m00-05m30.large-v3	25
141.620	141.760	0.996094	thống	verification-00m00-05m30.large-v3	25
141.760	141.920	0.925781	cũng	verification-00m00-05m30.large-v3	25
141.920	142.100	0.988281	khá	verification-00m00-05m30.large-v3	25
142.100	142.180	0.765625	là	verification-00m00-05m30.large-v3	25
142.180	142.360	0.994629	nhiều	verification-00m00-05m30.large-v3	25
142.360	142.580	0.998047	chức	verification-00m00-05m30.large-v3	25
142.580	142.920	0.999512	năng	verification-00m00-05m30.large-v3	25
142.920	143.580	0.898438	với	verification-00m00-05m30.large-v3	26
143.580	143.760	0.996094	mình	verification-00m00-05m30.large-v3	26
143.760	143.880	0.856934	là	verification-00m00-05m30.large-v3	26
143.880	144.140	0.035156	router	verification-00m00-05m30.large-v3	26
144.140	144.480	0.941895	thì	verification-00m00-05m30.large-v3	26
144.480	144.720	0.997070	mình	verification-00m00-05m30.large-v3	26
144.720	145.840	0.508789	cũng	verification-00m00-05m30.large-v3	26
145.840	146.400	0.996094	dùng	verification-00m00-05m30.large-v3	26
146.400	146.620	0.969238	một	verification-00m00-05m30.large-v3	26
146.620	146.940	0.997559	số	verification-00m00-05m30.large-v3	26
146.940	147.700	0.997559	chức	verification-00m00-05m30.large-v3	26
147.700	147.900	1.000000	năng	verification-00m00-05m30.large-v3	26
